ts,open,high,low,close,volume
2020-09-04 17:30:00+00:00,1.18403,1.18476,1.18395,1.1846,24837.083647000094
2020-09-04 17:45:00+00:00,1.18459,1.18468,1.1843,1.1844,6924.8700000000135
2020-09-04 18:00:00+00:00,1.18439,1.18471,1.18428,1.18442,8888.96000000015
2020-09-04 18:15:00+00:00,1.18445,1.1849,1.18401,1.18458,11872.129999999901
2020-09-04 18:30:00+00:00,1.1846,1.1852,1.18448,1.18501,9665.520000000113
2020-09-04 18:45:00+00:00,1.18501,1.18548,1.18488,1.18513,8119.849999999982
2020-09-04 19:00:00+00:00,1.18516,1.18528,1.1845,1.18467,9307.860000000113
2020-09-04 19:15:00+00:00,1.18466,1.18514,1.18455,1.18455,6973.349999999998
2020-09-04 19:30:00+00:00,1.18456,1.1848,1.18423,1.18467,14237.300000000108
2020-09-04 19:45:00+00:00,1.18468,1.18491,1.18422,1.18428,8535.090000000077
2020-09-04 20:00:00+00:00,1.18427,1.18436,1.18386,1.18388,6798.930000000036
2020-09-04 20:15:00+00:00,1.18388,1.18403,1.1837,1.18376,4175.299999999961
2020-09-04 20:30:00+00:00,1.18376,1.18389,1.18365,1.18378,6518.6799999999375
2020-09-04 20:45:00+00:00,1.18376,1.18408,1.18368,1.18371,6631.819999999922
2020-09-06 21:00:00+00:00,1.18432,1.18469,1.18432,1.18447,439.5800000000004
2020-09-06 21:15:00+00:00,1.18448,1.18458,1.18437,1.18447,259.2799999999999
2020-09-06 21:30:00+00:00,1.18446,1.18452,1.18319,1.18393,624.9324000000006
2020-09-06 21:45:00+00:00,1.18392,1.18402,1.18324,1.18394,294.32000000000016
2020-09-06 22:00:00+00:00,1.18393,1.18408,1.18361,1.18389,789.3200000000032
2020-09-06 22:15:00+00:00,1.18388,1.18403,1.1836,1.18403,1367.7699999999918
2020-09-06 22:30:00+00:00,1.18404,1.18416,1.18396,1.18408,974.1500000000068
2020-09-06 22:45:00+00:00,1.18408,1.18429,1.18399,1.18404,1426.0300000000032
2020-09-06 23:00:00+00:00,1.18404,1.18435,1.18403,1.18419,734.6600000000009
2020-09-06 23:15:00+00:00,1.18419,1.18419,1.18381,1.18385,3272.919999999991
2020-09-06 23:30:00+00:00,1.18386,1.18411,1.18385,1.18385,2052.1499999999983
2020-09-06 23:45:00+00:00,1.18385,1.18393,1.18334,1.18342,3310.249999999979
2020-09-07 00:00:00+00:00,1.18342,1.1837,1.1833,1.18335,3921.909999999968
2020-09-07 00:15:00+00:00,1.18334,1.18376,1.18334,1.18344,5476.309999999967
2020-09-07 00:30:00+00:00,1.18344,1.18395,1.18343,1.18383,4613.899999999962
2020-09-07 00:45:00+00:00,1.18384,1.18427,1.18347,1.1836,6216.199999999939
2020-09-07 01:00:00+00:00,1.18359,1.18399,1.18349,1.18385,8291.789999999915
2020-09-07 01:15:00+00:00,1.18385,1.18401,1.18354,1.18363,6878.279999999949
2020-09-07 01:30:00+00:00,1.18362,1.1841,1.18362,1.18397,6766.249999999977
2020-09-07 01:45:00+00:00,1.18398,1.18407,1.1836,1.18362,4474.249999999978
2020-09-07 02:00:00+00:00,1.18363,1.18369,1.18314,1.18324,5710.44999999996
2020-09-07 02:15:00+00:00,1.18325,1.1835,1.18319,1.18334,5466.699999999978
2020-09-07 02:30:00+00:00,1.18333,1.18336,1.18298,1.18317,3633.9799999999777
2020-09-07 02:45:00+00:00,1.18317,1.18355,1.18305,1.18348,3545.72999999998
2020-09-07 03:00:00+00:00,1.18348,1.18349,1.18317,1.1834,5136.299999999965
2020-09-07 03:15:00+00:00,1.1834,1.1835,1.18327,1.18341,3525.6799999999803
2020-09-07 03:30:00+00:00,1.1834,1.1834,1.18316,1.18331,1819.1199999999924
2020-09-07 03:45:00+00:00,1.18333,1.18384,1.18332,1.18364,2828.709999999999
2020-09-07 04:00:00+00:00,1.18366,1.18368,1.1833,1.18337,5200.559999999994
2020-09-07 04:15:00+00:00,1.18337,1.18347,1.18321,1.18345,2469.449999999987
2020-09-07 04:30:00+00:00,1.18345,1.18372,1.18345,1.1836,1167.7600000000011
2020-09-07 04:45:00+00:00,1.1836,1.18362,1.18331,1.1834,1736.3999999999958
2020-09-07 05:00:00+00:00,1.1834,1.18343,1.18323,1.18329,1930.3599999999972
2020-09-07 05:15:00+00:00,1.18329,1.18352,1.18325,1.18344,4492.840000000013
2020-09-07 05:30:00+00:00,1.18344,1.1836,1.18324,1.18345,5567.739999999998
2020-09-07 05:45:00+00:00,1.18345,1.18346,1.18268,1.18297,7662.1699999999255
2020-09-07 06:00:00+00:00,1.18297,1.1833,1.18273,1.18293,14285.889999999932
2020-09-07 06:15:00+00:00,1.18294,1.18315,1.18248,1.1825,10225.279999999892
2020-09-07 06:30:00+00:00,1.18252,1.18317,1.18244,1.18281,7593.759999999899
2020-09-07 06:45:00+00:00,1.18282,1.18316,1.1827,1.18282,7962.909999999925
2020-09-07 07:00:00+00:00,1.18282,1.18319,1.18244,1.18306,14779.53999999984
2020-09-07 07:15:00+00:00,1.18306,1.18399,1.18257,1.18389,12975.269999999924
2020-09-07 07:30:00+00:00,1.18389,1.18457,1.18363,1.18413,17131.35999999988
2020-09-07 07:45:00+00:00,1.18412,1.18437,1.18369,1.18378,12505.600000000257
2020-09-07 08:00:00+00:00,1.18379,1.18472,1.18368,1.18455,12893.060000000227
2020-09-07 08:15:00+00:00,1.18455,1.18472,1.18408,1.18435,8417.730000000169
2020-09-07 08:30:00+00:00,1.18436,1.18486,1.18415,1.18448,7644.580000000019
2020-09-07 08:45:00+00:00,1.18449,1.1845,1.18319,1.18324,8888.069999999936
2020-09-07 09:00:00+00:00,1.18325,1.18364,1.18259,1.18282,7865.449999999939
2020-09-07 09:15:00+00:00,1.18283,1.18372,1.18281,1.18326,10154.25000000008
2020-09-07 09:30:00+00:00,1.18326,1.18331,1.18266,1.18318,9901.120000000004
2020-09-07 09:45:00+00:00,1.18318,1.18336,1.18249,1.18284,6963.9299999999375
2020-09-07 10:00:00+00:00,1.18285,1.18294,1.1821,1.18217,8865.769999999964
2020-09-07 10:15:00+00:00,1.18217,1.18221,1.18128,1.18129,10680.490000000054
2020-09-07 10:30:00+00:00,1.18129,1.18207,1.18126,1.18199,10561.31999999999
2020-09-07 10:45:00+00:00,1.18198,1.18215,1.18172,1.1819,7711.989999999985
2020-09-07 11:00:00+00:00,1.18191,1.18239,1.18167,1.18238,6134.120000000053
2020-09-07 11:15:00+00:00,1.18238,1.1824,1.18199,1.1823,5623.270000000024
2020-09-07 11:30:00+00:00,1.18231,1.18267,1.1821,1.18267,5036.240000000037
2020-09-07 11:45:00+00:00,1.18267,1.18275,1.18158,1.18205,6809.690000000014
2020-09-07 12:00:00+00:00,1.18206,1.18255,1.18205,1.18242,5943.020000000031
2020-09-07 12:15:00+00:00,1.18241,1.18246,1.18204,1.1822,3649.8200000000093
2020-09-07 12:30:00+00:00,1.1822,1.18231,1.18186,1.18209,4973.750000000007
2020-09-07 12:45:00+00:00,1.18209,1.18248,1.18194,1.18223,5323.010000000017
2020-09-07 13:00:00+00:00,1.18224,1.18238,1.1815,1.18213,6943.679999999997
2020-09-07 13:15:00+00:00,1.18214,1.18231,1.18177,1.18187,4884.610000000024
2020-09-07 13:30:00+00:00,1.18186,1.1823,1.18184,1.18226,7346.75000000007
2020-09-07 13:45:00+00:00,1.18228,1.18254,1.18199,1.182,5322.140000000042
2020-09-07 14:00:00+00:00,1.182,1.18235,1.18175,1.18218,12155.549999999741
2020-09-07 14:15:00+00:00,1.18219,1.18257,1.18195,1.18245,6980.730000000028
2020-09-07 14:30:00+00:00,1.18245,1.18282,1.18241,1.18276,5462.830000000026
2020-09-07 14:45:00+00:00,1.18276,1.18324,1.18252,1.1826,6410.32999999998
2020-09-07 15:00:00+00:00,1.18261,1.18284,1.1822,1.18236,3283.5200000000104
2020-09-07 15:15:00+00:00,1.18236,1.18236,1.18199,1.18208,2206.899999999998
2020-09-07 15:30:00+00:00,1.18208,1.18225,1.18167,1.1818,2353.3800000000133
2020-09-07 15:45:00+00:00,1.18181,1.18187,1.1815,1.18185,2652.350000000008
2020-09-07 16:00:00+00:00,1.18185,1.18185,1.18152,1.18181,4230.5800000000145
2020-09-07 16:15:00+00:00,1.1818,1.18192,1.18148,1.1816,3163.8700000000144
2020-09-07 16:30:00+00:00,1.18159,1.18176,1.18159,1.18168,1937.630000000007
2020-09-07 16:45:00+00:00,1.18168,1.18184,1.18156,1.1816,2123.7000000000044
2020-09-07 17:00:00+00:00,1.1816,1.18189,1.18157,1.18185,1366.8299999999979
